dataset	data_key	location_key	location_type	location_label	country_code	country	province	administrative	location_lat	location_long	date	day_index_1	day_index_10	day_index_100	day_index_1k	day_index_10k	absolute_confirmed	absolute_deaths	absolute_recovered	absolute_infected	absolute_pop100k_confirmed	absolute_pop100k_deaths	absolute_pop100k_recovered	absolute_pop100k_infected	relative_confirmed	relative_deaths	relative_recovered	relative_infected	delta_confirmed	delta_deaths	delta_recovered	delta_infected	deltapct_confirmed	deltapct_deaths	deltapct_recovered	deltapct_infected	factbook_area	factbook_population	factbook_death_rate	factbook_median_age
nytimes/us-counties	be0833c30401	bb79e8ff38db	administrative	United States / Illinois / Lake	US	United States	Illinois	Lake	38	-97	2020-03-27	17	10	4			230	2		228						0.8695652173913043		99.1304347826087	45	2		43	24.324324324324323			23.243243243243242				
nytimes/us-counties	ab3c3bd62671	bb79e8ff38db	administrative	United States / Illinois / Lake	US	United States	Illinois	Lake	38	-97	2020-03-28	18	11	5			264	2		262						0.7575757575757576		99.24242424242425	34			34	14.782608695652174			14.912280701754385				
nytimes/us-counties	3879a5324bb8	bb79e8ff38db	administrative	United States / Illinois / Lake	US	United States	Illinois	Lake	38	-97	2020-03-29	19	12	6			300	3		297						1		99	36	1		35	13.636363636363637	50		13.358778625954198				
nytimes/us-counties	be8cc12d66fb	bb79e8ff38db	administrative	United States / Illinois / Lake	US	United States	Illinois	Lake	38	-97	2020-03-30	20	13	7			343	5		338						1.4577259475218658		98.54227405247813	43	2		41	14.333333333333334	66.66666666666667		13.804713804713804				
nytimes/us-counties	294f53fd197d	813df317f818	administrative	United States / Illinois / Livingston	US	United States	Illinois	Livingston	38	-97	2020-03-22	1					1			1								100												
nytimes/us-counties	b7bf576b586c	813df317f818	administrative	United States / Illinois / Livingston	US	United States	Illinois	Livingston	38	-97	2020-03-27	6					2			2								100	1			1	100			100				
nytimes/us-counties	a83e94d8366e	e1e3c214315e	administrative	United States / Illinois / Logan	US	United States	Illinois	Logan	38	-97	2020-03-25	1					1			1								100												
nytimes/us-counties	537216943d22	e3ee0760704f	administrative	United States / Illinois / Macon	US	United States	Illinois	Macon	38	-97	2020-03-28	1					1			1								100												
nytimes/us-counties	462305dd3588	e3ee0760704f	administrative	United States / Illinois / Macon	US	United States	Illinois	Macon	38	-97	2020-03-29	2					2			2								100	1			1	100			100				
nytimes/us-counties	40ed028da5ab	aeacb0fd2863	administrative	United States / Illinois / Madison	US	United States	Illinois	Madison	38	-97	2020-03-18	1					1			1								100												
nytimes/us-counties	ae326bfef326	aeacb0fd2863	administrative	United States / Illinois / Madison	US	United States	Illinois	Madison	38	-97	2020-03-21	4					2			2								100	1			1	100			100				
nytimes/us-counties	79255e70a3d8	aeacb0fd2863	administrative	United States / Illinois / Madison	US	United States	Illinois	Madison	38	-97	2020-03-23	6					3			3								100	1			1	50			50				
nytimes/us-counties	e50d2e731245	aeacb0fd2863	administrative	United States / Illinois / Madison	US	United States	Illinois	Madison	38	-97	2020-03-26	9					6			6								100	3			3	100			100				
nytimes/us-counties	b66c16583e96	aeacb0fd2863	administrative	United States / Illinois / Madison	US	United States	Illinois	Madison	38	-97	2020-03-27	10					8			8								100	2			2	33.333333333333336			33.333333333333336				
nytimes/us-counties	ada725a64194	aeacb0fd2863	administrative	United States / Illinois / Madison	US	United States	Illinois	Madison	38	-97	2020-03-28	11	1				10			10								100	2			2	25			25				
nytimes/us-counties	1150f5bc4af1	aeacb0fd2863	administrative	United States / Illinois / Madison	US	United States	Illinois	Madison	38	-97	2020-03-29	12	2				12			12								100	2			2	20			20				
nytimes/us-counties	69149c98dc19	aeacb0fd2863	administrative	United States / Illinois / Madison	US	United States	Illinois	Madison	38	-97	2020-03-30	13	3				13			13								100	1			1	8.333333333333334			8.333333333333334				
nytimes/us-counties	07b3653f2516	4d0522642e8d	administrative	United States / Illinois / Marion	US	United States	Illinois	Marion	38	-97	2020-03-30	1					2			2								100												
nytimes/us-counties	9fa4380de085	6391794b53bd	administrative	United States / Illinois / Marshall	US	United States	Illinois	Marshall	38	-97	2020-03-25	1					1			1								100												
nytimes/us-counties	89c399538c28	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-10	1					1			1								100												
nytimes/us-counties	9d2e150daf30	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-12	3					2			2								100	1			1	100			100				
nytimes/us-counties	2de72c4764bc	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-18	9					4			4								100	2			2	100			100				
nytimes/us-counties	20f1a81af930	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-19	10					6			6								100	2			2	50			50				
nytimes/us-counties	8ed1fc0aa8d5	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-20	11					8			8								100	2			2	33.333333333333336			33.333333333333336				
nytimes/us-counties	94021ec3f8aa	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-21	12	1				11			11								100	3			3	37.5			37.5				
nytimes/us-counties	789d1c1c49ae	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-22	13	2				12			12								100	1			1	9.090909090909092			9.090909090909092				
nytimes/us-counties	a5fbdc4a47ba	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-24	15	4				14			14								100	2			2	16.666666666666668			16.666666666666668				
nytimes/us-counties	1eba7cdcf2a7	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-25	16	5				19			19								100	5			5	35.714285714285715			35.714285714285715				
nytimes/us-counties	f36a1dc8c63b	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-26	17	6				27	1		26						3.7037037037037033		96.29629629629629	8	1		7	42.10526315789474			36.8421052631579				
nytimes/us-counties	139908365d7d	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-27	18	7				45	1		44						2.2222222222222223		97.77777777777777	18			18	66.66666666666667			69.23076923076923				
nytimes/us-counties	379a623f85da	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-28	19	8				47	2		45						4.25531914893617		95.74468085106383	2	1		1	4.444444444444445	100		2.272727272727273				
nytimes/us-counties	bbe033911de4	f9b7abfd0c60	administrative	United States / Illinois / McHenry	US	United States	Illinois	McHenry	38	-97	2020-03-29	20	9				52	2		50						3.8461538461538463		96.15384615384616	5			5	10.638297872340425			11.11111111111111				
nytimes/us-counties	cc7421731cc0	fc47259d3c5a	administrative	United States / Illinois / McLean	US	United States	Illinois	McLean	38	-97	2020-03-20	1					4			4								100												
nytimes/us-counties	d5c66b59d7c8	fc47259d3c5a	administrative	United States / Illinois / McLean	US	United States	Illinois	McLean	38	-97	2020-03-21	2					6			6								100	2			2	50			50				
nytimes/us-counties	fab17bca171b	fc47259d3c5a	administrative	United States / Illinois / McLean	US	United States	Illinois	McLean	38	-97	2020-03-22	3					6	1		5						16.666666666666664		83.33333333333334		1		-1				-16.666666666666668				
nytimes/us-counties	2a721021b80e	fc47259d3c5a	administrative	United States / Illinois / McLean	US	United States	Illinois	McLean	38	-97	2020-03-23	4					7	1		6						14.285714285714285		85.71428571428571	1			1	16.666666666666668			20				
nytimes/us-counties	b7d77a72ce0d	fc47259d3c5a	administrative	United States / Illinois / McLean	US	United States	Illinois	McLean	38	-97	2020-03-27	8	1				10	1		9						10		90	3			3	42.857142857142854			50				
nytimes/us-counties	5a6f3ed83a67	fc47259d3c5a	administrative	United States / Illinois / McLean	US	United States	Illinois	McLean	38	-97	2020-03-29	10	3				14	1		13						7.142857142857142		92.85714285714286	4			4	40			44.44444444444444				
nytimes/us-counties	710ca9faac6e	fc47259d3c5a	administrative	United States / Illinois / McLean	US	United States	Illinois	McLean	38	-97	2020-03-30	11	4				17	1		16						5.88235294117647		94.11764705882352	3			3	21.428571428571427			23.076923076923077				
nytimes/us-counties	920cdcbf69e2	22354104b5d6	administrative	United States / Illinois / Menard	US	United States	Illinois	Menard	38	-97	2020-03-29	1					1			1								100												
nytimes/us-counties	50850f68d4ad	c2db41dbc36b	administrative	United States / Illinois / Monroe	US	United States	Illinois	Monroe	38	-97	2020-03-23	1					1			1								100												
nytimes/us-counties	ae12928b9d14	c2db41dbc36b	administrative	United States / Illinois / Monroe	US	United States	Illinois	Monroe	38	-97	2020-03-25	3					2			2								100	1			1	100			100				
nytimes/us-counties	fb02844a25ef	c2db41dbc36b	administrative	United States / Illinois / Monroe	US	United States	Illinois	Monroe	38	-97	2020-03-26	4					3			3								100	1			1	50			50				
nytimes/us-counties	18b97f5d3780	688cee1c6b80	administrative	United States / Illinois / Montgomery	US	United States	Illinois	Montgomery	38	-97	2020-03-29	1					1			1								100												
nytimes/us-counties	44682bf919dc	b204763018e1	administrative	United States / Illinois / Morgan	US	United States	Illinois	Morgan	38	-97	2020-03-25	1					1			1								100												
nytimes/us-counties	c83c9914f82c	b204763018e1	administrative	United States / Illinois / Morgan	US	United States	Illinois	Morgan	38	-97	2020-03-28	4					3			3								100	2			2	200			200				
nytimes/us-counties	5b707aeec572	b204763018e1	administrative	United States / Illinois / Morgan	US	United States	Illinois	Morgan	38	-97	2020-03-30	6					4	1		3						25		75	1	1			33.333333333333336							
nytimes/us-counties	22ce0c635277	67e959e02657	administrative	United States / Illinois / Peoria	US	United States	Illinois	Peoria	38	-97	2020-03-16	1					1			1								100												
nytimes/us-counties	f5e0087bd3a0	67e959e02657	administrative	United States / Illinois / Peoria	US	United States	Illinois	Peoria	38	-97	2020-03-18	3					3			3								100	2			2	200			200				
nytimes/us-counties	e02db7155e6a	67e959e02657	administrative	United States / Illinois / Peoria	US	United States	Illinois	Peoria	38	-97	2020-03-25	10					4			4								100	1			1	33.333333333333336			33.333333333333336				
nytimes/us-counties	0b49339a0e02	67e959e02657	administrative	United States / Illinois / Peoria	US	United States	Illinois	Peoria	38	-97	2020-03-26	11					5			5								100	1			1	25			25				
nytimes/us-counties	8bc35e97f000	67e959e02657	administrative	United States / Illinois / Peoria	US	United States	Illinois	Peoria	38	-97	2020-03-27	12					6			6								100	1			1	20			20				
nytimes/us-counties	6787ef475319	67e959e02657	administrative	United States / Illinois / Peoria	US	United States	Illinois	Peoria	38	-97	2020-03-28	13					7			7								100	1			1	16.666666666666668			16.666666666666668				
nytimes/us-counties	beb4c36777dd	67e959e02657	administrative	United States / Illinois / Peoria	US	United States	Illinois	Peoria	38	-97	2020-03-29	14					8			8								100	1			1	14.285714285714286			14.285714285714286				
nytimes/us-counties	d1d2b0688e62	4f206583bafa	administrative	United States / Illinois / Randolph	US	United States	Illinois	Randolph	38	-97	2020-03-30	1					2			2								100												
nytimes/us-counties	df650c01f2cd	f1d845d5b608	administrative	United States / Illinois / Rock Island	US	United States	Illinois	Rock Island	38	-97	2020-03-22	1					1			1								100												
nytimes/us-counties	935737a3e614	f1d845d5b608	administrative	United States / Illinois / Rock Island	US	United States	Illinois	Rock Island	38	-97	2020-03-25	4					3			3								100	2			2	200			200				
nytimes/us-counties	b50dbc9a6fc4	f1d845d5b608	administrative	United States / Illinois / Rock Island	US	United States	Illinois	Rock Island	38	-97	2020-03-26	5					4			4								100	1			1	33.333333333333336			33.333333333333336				
nytimes/us-counties	2b10ffb4fa03	f1d845d5b608	administrative	United States / Illinois / Rock Island	US	United States	Illinois	Rock Island	38	-97	2020-03-29	8					5			5								100	1			1	25			25				
nytimes/us-counties	1c0cf0fea56b	f1d845d5b608	administrative	United States / Illinois / Rock Island	US	United States	Illinois	Rock Island	38	-97	2020-03-30	9					8			8								100	3			3	60			60				
nytimes/us-counties	fa8b1cbfba93	7bf275540e68	administrative	United States / Illinois / Saint Clair	US	United States	Illinois	Saint Clair	38	-97	2020-03-14	1					2			2								100												
nytimes/us-counties	c0795ec8ccb9	7bf275540e68	administrative	United States / Illinois / Saint Clair	US	United States	Illinois	Saint Clair	38	-97	2020-03-18	5					3			3								100	1			1	50			50				
nytimes/us-counties	fb03c1ad264a	7bf275540e68	administrative	United States / Illinois / Saint Clair	US	United States	Illinois	Saint Clair	38	-97	2020-03-23	10					4			4								100	1			1	33.333333333333336			33.333333333333336				
nytimes/us-counties	0e17dfe7765a	7bf275540e68	administrative	United States / Illinois / Saint Clair	US	United States	Illinois	Saint Clair	38	-97	2020-03-24	11					7			7								100	3			3	75			75				
nytimes/us-counties	c42e15214247	7bf275540e68	administrative	United States / Illinois / Saint Clair	US	United States	Illinois	Saint Clair	38	-97	2020-03-26	13	1				13			13								100	6			6	85.71428571428571			85.71428571428571				
nytimes/us-counties	3cfac6b14b0d	7bf275540e68	administrative	United States / Illinois / Saint Clair	US	United States	Illinois	Saint Clair	38	-97	2020-03-27	14	2				15	1		14						6.666666666666667		93.33333333333333	2	1		1	15.384615384615385			7.6923076923076925				
nytimes/us-counties	f479d2e0a015	7bf275540e68	administrative	United States / Illinois / Saint Clair	US	United States	Illinois	Saint Clair	38	-97	2020-03-28	15	3				18	1		17						5.555555555555555		94.44444444444444	3			3	20			21.428571428571427				
nytimes/us-counties	08c9ae789254	7bf275540e68	administrative	United States / Illinois / Saint Clair	US	United States	Illinois	Saint Clair	38	-97	2020-03-29	16	4				31	3		28						9.67741935483871		90.32258064516128	13	2		11	72.22222222222223	200		64.70588235294117				
nytimes/us-counties	1212b0ad361d	7bf275540e68	administrative	United States / Illinois / Saint Clair	US	United States	Illinois	Saint Clair	38	-97	2020-03-30	17	5				36	3		33						8.333333333333332		91.66666666666666	5			5	16.129032258064516			17.857142857142858				
nytimes/us-counties	d5206d7977b8	f8684f8369f8	administrative	United States / Illinois / Saline	US	United States	Illinois	Saline	38	-97	2020-03-30	1					1			1								100												
nytimes/us-counties	7129a2cbe340	9509c8954e96	administrative	United States / Illinois / Sangamon	US	United States	Illinois	Sangamon	38	-97	2020-03-14	1					2			2								100												
nytimes/us-counties	efdd9c14682a	9509c8954e96	administrative	United States / Illinois / Sangamon	US	United States	Illinois	Sangamon	38	-97	2020-03-16	3					3			3								100	1			1	50			50				
nytimes/us-counties	412d34b3a16c	9509c8954e96	administrative	United States / Illinois / Sangamon	US	United States	Illinois	Sangamon	38	-97	2020-03-18	5					4			4								100	1			1	33.333333333333336			33.333333333333336				
nytimes/us-counties	cc256f2bcf5c	9509c8954e96	administrative	United States / Illinois / Sangamon	US	United States	Illinois	Sangamon	38	-97	2020-03-19	6					4	1		3						25		75		1		-1				-25				
nytimes/us-counties	d1491555add1	9509c8954e96	administrative	United States / Illinois / Sangamon	US	United States	Illinois	Sangamon	38	-97	2020-03-24	11					5	1		4						20		80	1			1	25			33.333333333333336				
nytimes/us-counties	f7e1df68e68b	9509c8954e96	administrative	United States / Illinois / Sangamon	US	United States	Illinois	Sangamon	38	-97	2020-03-26	13					7	1		6						14.285714285714285		85.71428571428571	2			2	40			50				
nytimes/us-counties	84bb35540757	9509c8954e96	administrative	United States / Illinois / Sangamon	US	United States	Illinois	Sangamon	38	-97	2020-03-28	15					8	1		7						12.5		87.5	1			1	14.285714285714286			16.666666666666668				
nytimes/us-counties	71859de8c3a1	9509c8954e96	administrative	United States / Illinois / Sangamon	US	United States	Illinois	Sangamon	38	-97	2020-03-29	16					9	1		8						11.11111111111111		88.88888888888889	1			1	12.5			14.285714285714286				
nytimes/us-counties	d38583165228	9509c8954e96	administrative	United States / Illinois / Sangamon	US	United States	Illinois	Sangamon	38	-97	2020-03-30	17	1				16	2		14						12.5		87.5	7	1		6	77.77777777777777	100		75				
nytimes/us-counties	471afdca9383	82e19e1e18d5	administrative	United States / Illinois / Stephenson	US	United States	Illinois	Stephenson	38	-97	2020-03-22	1					1			1								100												
nytimes/us-counties	6557817337a6	82e19e1e18d5	administrative	United States / Illinois / Stephenson	US	United States	Illinois	Stephenson	38	-97	2020-03-26	5					2			2								100	1			1	100			100				
nytimes/us-counties	34bebc97d254	82e19e1e18d5	administrative	United States / Illinois / Stephenson	US	United States	Illinois	Stephenson	38	-97	2020-03-29	8					3			3								100	1			1	50			50				
nytimes/us-counties	e269b01f0428	be38a8a2fa34	administrative	United States / Illinois / Tazewell	US	United States	Illinois	Tazewell	38	-97	2020-03-26	1					2			2								100												
nytimes/us-counties	91f57788d675	be38a8a2fa34	administrative	United States / Illinois / Tazewell	US	United States	Illinois	Tazewell	38	-97	2020-03-28	3					3			3								100	1			1	50			50				
nytimes/us-counties	7b226e180215	be38a8a2fa34	administrative	United States / Illinois / Tazewell	US	United States	Illinois	Tazewell	38	-97	2020-03-29	4					4			4								100	1			1	33.333333333333336			33.333333333333336				
nytimes/us-counties	1e64cad6a040	fd55a61ab90f	administrative	United States / Illinois / Washington	US	United States	Illinois	Washington	38	-97	2020-03-18	1					1			1								100												
nytimes/us-counties	4b55e7d53e2f	650065454382	administrative	United States / Illinois / Whiteside	US	United States	Illinois	Whiteside	38	-97	2020-03-15	1					1			1								100												
nytimes/us-counties	6aadc126df59	650065454382	administrative	United States / Illinois / Whiteside	US	United States	Illinois	Whiteside	38	-97	2020-03-27	13					2			2								100	1			1	100			100				
nytimes/us-counties	ba0dbee961de	650065454382	administrative	United States / Illinois / Whiteside	US	United States	Illinois	Whiteside	38	-97	2020-03-29	15					3			3								100	1			1	50			50				
nytimes/us-counties	c8aecdbcfbd5	650065454382	administrative	United States / Illinois / Whiteside	US	United States	Illinois	Whiteside	38	-97	2020-03-30	16					4			4								100	1			1	33.333333333333336			33.333333333333336				
nytimes/us-counties	c7dfc2854007	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-16	1					1			1								100												
nytimes/us-counties	7683c1ae960c	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-17	2					2			2								100	1			1	100			100				
nytimes/us-counties	9cf13964e58d	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-18	3					9			9								100	7			7	350			350				
nytimes/us-counties	0e7ca2389a51	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-19	4	1				11	1		10						9.090909090909092		90.9090909090909	2	1		1	22.22222222222222			11.11111111111111				
nytimes/us-counties	1a7db6241a51	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-20	5	2				12	1		11						8.333333333333332		91.66666666666666	1			1	9.090909090909092			10				
nytimes/us-counties	2b91abe4ccd7	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-22	7	4				21	1		20						4.761904761904762		95.23809523809523	9			9	75			81.81818181818181				
nytimes/us-counties	9683e8897cf2	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-23	8	5				24	1		23						4.166666666666666		95.83333333333334	3			3	14.285714285714286			15				
nytimes/us-counties	e88f671652ed	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-25	10	7				50	2		48						4		96	26	1		25	108.33333333333333	100		108.69565217391305				
nytimes/us-counties	6cae1acd962f	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-26	11	8				67	3		64						4.477611940298507		95.52238805970148	17	1		16	34	50		33.333333333333336				
nytimes/us-counties	9a71de363225	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-27	12	9	1			104	3		101						2.8846153846153846		97.11538461538461	37			37	55.223880597014926			57.8125				
nytimes/us-counties	67f9cf870299	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-28	13	10	2			156	4		152						2.564102564102564		97.43589743589743	52	1		51	50	33.333333333333336		50.495049504950494				
nytimes/us-counties	2378b9aa94a3	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-29	14	11	3			192	4		188						2.083333333333333		97.91666666666666	36			36	23.076923076923077			23.68421052631579				
nytimes/us-counties	48df284766a7	a012a86e9d17	administrative	United States / Illinois / Will	US	United States	Illinois	Will	38	-97	2020-03-30	15	12	4			224	6		218						2.6785714285714284		97.32142857142857	32	2		30	16.666666666666668	50		15.957446808510639				
nytimes/us-counties	1ac0fc0d6d7d	30afefe9be4e	administrative	United States / Illinois / Williamson	US	United States	Illinois	Williamson	38	-97	2020-03-18	1					1			1								100												
nytimes/us-counties	105b5349ac21	03fab4f90e01	administrative	United States / Illinois / Winnebago	US	United States	Illinois	Winnebago	38	-97	2020-03-15	1					1			1								100												
nytimes/us-counties	fcaad872af7e	03fab4f90e01	administrative	United States / Illinois / Winnebago	US	United States	Illinois	Winnebago	38	-97	2020-03-20	6					2			2								100	1			1	100			100				
nytimes/us-counties	f6033bbc0296	03fab4f90e01	administrative	United States / Illinois / Winnebago	US	United States	Illinois	Winnebago	38	-97	2020-03-21	7					4			4								100	2			2	100			100				
nytimes/us-counties	912dcd6ca22e	03fab4f90e01	administrative	United States / Illinois / Winnebago	US	United States	Illinois	Winnebago	38	-97	2020-03-23	9					5			5								100	1			1	25			25				
nytimes/us-counties	c205a59e8498	03fab4f90e01	administrative	United States / Illinois / Winnebago	US	United States	Illinois	Winnebago	38	-97	2020-03-25	11					7			7								100	2			2	40			40				
nytimes/us-counties	60ccb3f468d8	03fab4f90e01	administrative	United States / Illinois / Winnebago	US	United States	Illinois	Winnebago	38	-97	2020-03-26	12					8			8								100	1			1	14.285714285714286			14.285714285714286				
nytimes/us-counties	59f68518ffb6	03fab4f90e01	administrative	United States / Illinois / Winnebago	US	United States	Illinois	Winnebago	38	-97	2020-03-28	14					9			9								100	1			1	12.5			12.5				
nytimes/us-counties	555447ac1d8e	03fab4f90e01	administrative	United States / Illinois / Winnebago	US	United States	Illinois	Winnebago	38	-97	2020-03-29	15	1				12			12								100	3			3	33.333333333333336			33.333333333333336				
nytimes/us-counties	5ddfb3119425	03fab4f90e01	administrative	United States / Illinois / Winnebago	US	United States	Illinois	Winnebago	38	-97	2020-03-30	16	2				13			13								100	1			1	8.333333333333334			8.333333333333334				
nytimes/us-counties	7b00cae3b38d	d6d228094e36	administrative	United States / Illinois / Woodford	US	United States	Illinois	Woodford	38	-97	2020-03-14	1					1			1								100												
nytimes/us-counties	12969b9ffefd	d6d228094e36	administrative	United States / Illinois / Woodford	US	United States	Illinois	Woodford	38	-97	2020-03-18	5					2			2								100	1			1	100			100				
nytimes/us-counties	71bacb924edf	d6d228094e36	administrative	United States / Illinois / Woodford	US	United States	Illinois	Woodford	38	-97	2020-03-24	11					3			3								100	1			1	50			50				
nytimes/us-counties	14b062477f6c	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-06	1					1			1	0.01485394340261361			0.01485394340261361				100									94326	6732219		
nytimes/us-counties	60149ccd70f1	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-08	3					2			2	0.02970788680522722			0.02970788680522722				100	1			1	100			100	94326	6732219		
nytimes/us-counties	03c0fa44c3c0	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-09	4					4			4	0.05941577361045444			0.05941577361045444				100	2			2	100			100	94326	6732219		
nytimes/us-counties	48f8ae747341	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-10	5					6			6	0.08912366041568166			0.08912366041568166				100	2			2	50			50	94326	6732219		
nytimes/us-counties	dc9303927494	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-11	6	1				11			11	0.1633933774287497			0.1633933774287497				100	5			5	83.33333333333333			83.33333333333333	94326	6732219		
nytimes/us-counties	fb01ce8cd424	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-12	7	2				12			12	0.17824732083136333			0.17824732083136333				100	1			1	9.090909090909092			9.090909090909092	94326	6732219		
nytimes/us-counties	52f2993d907b	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-14	9	4				15			15	0.22280915103920418			0.22280915103920418				100	3			3	25			25	94326	6732219		
nytimes/us-counties	1fa681d325e7	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-15	10	5				19			19	0.2822249246496586			0.2822249246496586				100	4			4	26.666666666666668			26.666666666666668	94326	6732219		
nytimes/us-counties	6310f2de4776	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-16	11	6				24	1		23	0.35649464166272665	0.01485394340261361		0.34164069826011306		4.166666666666666		95.83333333333334	5	1		4	26.31578947368421			21.05263157894737	94326	6732219		
nytimes/us-counties	611591cc1a26	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-17	12	7				30	2		28	0.44561830207840836	0.02970788680522722		0.4159104152731811		6.666666666666667		93.33333333333333	6	1		5	25	100		21.73913043478261	94326	6732219		
nytimes/us-counties	26f32591a67c	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-18	13	8				39	2		37	0.5793037927019309	0.02970788680522722		0.5495959058967036		5.128205128205128		94.87179487179486	9			9	30			32.142857142857146	94326	6732219		
nytimes/us-counties	299f4c13088d	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-19	14	9				56	2		54	0.8318208305463622	0.02970788680522722		0.8021129437411351		3.571428571428571		96.42857142857143	17			17	43.58974358974359			45.945945945945944	94326	6732219		
nytimes/us-counties	2765f19bb8cf	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-20	15	10				79	3		76	1.1734615288064754	0.04456183020784083		1.1288996985986344		3.79746835443038		96.20253164556962	23	1		22	41.07142857142857	50		40.74074074074074	94326	6732219		
nytimes/us-counties	e6d79ff029ab	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-21	16	11	1			126	4		122	1.871596868729315	0.05941577361045444		1.8121810951188606		3.1746031746031744		96.82539682539682	47	1		46	59.49367088607595	33.333333333333336		60.526315789473685	94326	6732219		
nytimes/us-counties	896aec0618ca	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-22	17	12	2			201	6		195	2.9856426239253357	0.08912366041568166		2.896518963509654		2.9850746268656714		97.01492537313433	75	2		73	59.523809523809526	50		59.83606557377049	94326	6732219		
nytimes/us-counties	7a934725362e	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-23	18	13	3			259	7		252	3.8471713412769253	0.10397760381829528		3.74319373745863		2.7027027027027026		97.2972972972973	58	1		57	28.855721393034827	16.666666666666668		29.23076923076923	94326	6732219		
nytimes/us-counties	43189afbda5c	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-24	19	14	4			366	12		354	5.436543285356581	0.17824732083136333		5.258295964525218		3.278688524590164		96.72131147540983	107	5		102	41.31274131274131	71.42857142857143		40.476190476190474	94326	6732219		
nytimes/us-counties	bc8cd33d8eec	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-25	20	15	5			479	14		465	7.1150388898519195	0.20795520763659056		6.907083682215329		2.9227557411273484		97.07724425887265	113	2		111	30.87431693989071	16.666666666666668		31.35593220338983	94326	6732219		
nytimes/us-counties	cff6509ba1be	5b087d61131a	total-province	United States / Indiana	US	United States	Indiana		38	-97	2020-03-26	21	16	6			656	18		638	9.744186872114529	0.267370981247045		9.476815890867483		2.7439024390243905		97.2560975609756	177	4		173	36.95198329853862	28.571428571428573		37.204301075268816	94326	6732219		
