data_key	location_type	location_label	country_code	country	province	administrative	location_lat	location_long	date	day_index_1	day_index_10	day_index_100	day_index_1k	day_index_10k	absolute_confirmed	absolute_deaths	absolute_recovered	absolute_infected	absolute_pop100k_confirmed	absolute_pop100k_deaths	absolute_pop100k_recovered	absolute_pop100k_infected	relative_confirmed	relative_deaths	relative_recovered	relative_infected	delta_confirmed	delta_deaths	delta_recovered	delta_infected	deltapct_confirmed	deltapct_deaths	deltapct_recovered	deltapct_infected	factbook_area	factbook_population	factbook_death_rate	factbook_median_age	location_key	location_key_original
efe965c2852b	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-07	6	1				14			14	0.13185873822678063			0.13185873822678063				100	8			8	133.33333333333334			133.33333333333334	153910	10617423			4edc9a4c1144	
9e224fd79d16	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-08	7	2				22			22	0.20720658864208383			0.20720658864208383				100	8			8	57.142857142857146			57.142857142857146	153910	10617423			4edc9a4c1144	
9e8acaf3588c	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-09	8	3				34			34	0.32022836426503865			0.32022836426503865				100	12			12	54.54545454545455			54.54545454545455	153910	10617423			4edc9a4c1144	
b28fceeb0697	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-10	9	4				44			44	0.41441317728416766			0.41441317728416766				100	10			10	29.41176470588235			29.41176470588235	153910	10617423			4edc9a4c1144	
43dde36e49d6	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-11	10	5				62			62	0.5839458407186			0.5839458407186				100	18			18	40.90909090909091			40.90909090909091	153910	10617423			4edc9a4c1144	
fc9ef196a023	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-12	11	6				62	2		60	0.5839458407186	0.018836962603825804		0.5651088781147742		3.225806451612903		96.7741935483871		2		-2				-3.225806451612903	153910	10617423			4edc9a4c1144	
3f363eb31808	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-13	12	7				82	2		80	0.7723154667568579	0.018836962603825804		0.7534785041530322		2.4390243902439024		97.5609756097561	20			20	32.25806451612903			33.333333333333336	153910	10617423			4edc9a4c1144	
8f045be3670c	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-14	13	8	1			130	2		128	1.2244025692486773	0.018836962603825804		1.2055656066448515		1.5384615384615385		98.46153846153847	48			48	58.53658536585366			60	153910	10617423			4edc9a4c1144	
21fd2b0e3ba2	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-15	14	9	2			194	2		192	1.8271853725711031	0.018836962603825804		1.8083484099672773		1.0309278350515463		98.96907216494846	64			64	49.23076923076923			50	153910	10617423			4edc9a4c1144	
c99f22ed5f1d	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-16	15	10	3			236	2		234	2.222761587251445	0.018836962603825804		2.203924624647619		0.847457627118644		99.15254237288136	42			42	21.649484536082475			21.875	153910	10617423			4edc9a4c1144	
8e956ea5ab3a	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-17	16	11	4			284	2		282	2.674848689743264	0.018836962603825804		2.6560117271394383		0.7042253521126761		99.29577464788733	48			48	20.338983050847457			20.512820512820515	153910	10617423			4edc9a4c1144	
c1841897f56f	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-18	17	12	5			386	6		380	3.6355337825383804	0.056510887811477416		3.579022894726903		1.5544041450777202		98.44559585492227	102	4		98	35.91549295774648	200		34.751773049645394	153910	10617423			4edc9a4c1144	
1a0c0e97a560	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-19	18	13	6			564	20		544	5.312023454278877	0.18836962603825805		5.123653828240618		3.546099290780142		96.45390070921985	178	14		164	46.1139896373057	233.33333333333334		43.1578947368421	153910	10617423			4edc9a4c1144	
dac8e7748247	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-20	19	14	7			964	28		936	9.079415975044038	0.26371747645356125		8.815698498590477		2.904564315352697		97.0954356846473	400	8		392	70.92198581560284	40		72.05882352941177	153910	10617423			4edc9a4c1144	
ad87c6bf1a4a	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-21	20	15	8	1		1104	40		1064	10.398003357311843	0.3767392520765161		10.021264105235328		3.6231884057971016		96.37681159420289	140	12		128	14.522821576763485	42.857142857142854		13.675213675213675	153910	10617423			4edc9a4c1144	
097f745f2c4c	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-22	21	16	9	2		1240	50		1190	11.678916814372	0.4709240650956451		11.207992749276354		4.032258064516129		95.96774193548387	136	10		126	12.318840579710145	25		11.842105263157896	153910	10617423			4edc9a4c1144	
9ea3a0a6529c	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-23	22	17	10	3		1600	50		1550	15.069570083060643	0.4709240650956451		14.598646017964997		3.125		96.875	360			360	29.032258064516128			30.252100840336134	153910	10617423			4edc9a4c1144	
be7ce912866c	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-24	23	18	11	4		2195	77		2118	20.673566457698822	0.7252230602472934		19.948343397451527		3.507972665148064		96.49202733485194	595	27		568	37.1875	54		36.645161290322584	153910	10617423			4edc9a4c1144	
fdead4c85ed2	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-25	24	19	12	5		2780	94		2686	26.18337801931787	0.8853372423798128		25.29804077693806		3.381294964028777		96.61870503597122	585	17		568	26.65148063781321	22.07792207792208		26.817752596789425	153910	10617423			4edc9a4c1144	
d955221da9f9	total-province	United States / Georgia	US	United States	Georgia	(total)	38	-97	2020-03-26	25	20	13	6		3292	112		3180	31.005640445897274	1.054869905814245		29.950770540083028		3.402187120291616		96.59781287970839	512	18		494	18.41726618705036	19.148936170212767		18.391660461653014	153910	10617423			4edc9a4c1144	
34a10837080f	administrative	United States / Georgia / Baker	US	United States	Georgia	Baker	38	-97	2020-03-24	1					3	1		2						33.33333333333333		66.66666666666666													b6f5bd7df797	522b3452cfee
c116434e9394	administrative	United States / Georgia / Baker	US	United States	Georgia	Baker	38	-97	2020-03-26	3					1	1								100			-2			-2	-66.66666666666667			-100					b6f5bd7df797	522b3452cfee
3aea3dbbf8a6	administrative	United States / Georgia / Baldwin	US	United States	Georgia	Baldwin	38	-97	2020-03-21	1					2			2								100													393b14466a11	302a053e6a93
f122d1b61697	administrative	United States / Georgia / Barrow	US	United States	Georgia	Barrow	38	-97	2020-03-22	1					1	1								100															f1d40fd751bc	5b8b787cba1e
a345369ddf67	administrative	United States / Georgia / Barrow	US	United States	Georgia	Barrow	38	-97	2020-03-24	3					2	1		1						50		50	1			1	100								f1d40fd751bc	5b8b787cba1e
fc8454934816	administrative	United States / Georgia / Barrow	US	United States	Georgia	Barrow	38	-97	2020-03-26	5					5	1		4						20		80	3			3	150			300					f1d40fd751bc	5b8b787cba1e
7931c31e8267	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-11	1					3			3								100													e36937932749	f2c59d367a3e
6ce930a47132	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-13	3					7			7								100	4			4	133.33333333333334			133.33333333333334					e36937932749	f2c59d367a3e
0efb706f1311	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-15	5					9			9								100	2			2	28.571428571428573			28.571428571428573					e36937932749	f2c59d367a3e
18d6eb9a2aa5	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-17	7	1				11			11								100	2			2	22.22222222222222			22.22222222222222					e36937932749	f2c59d367a3e
8eee9260e4f4	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-18	8	2				20			20								100	9			9	81.81818181818181			81.81818181818181					e36937932749	f2c59d367a3e
4f45e1bc1598	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-19	9	3				27			27								100	7			7	35			35					e36937932749	f2c59d367a3e
3f7d938558cd	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-20	10	4				54			54								100	27			27	100			100					e36937932749	f2c59d367a3e
d9311f758f47	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-21	11	5				55			55								100	1			1	1.8518518518518519			1.8518518518518519					e36937932749	f2c59d367a3e
ea4b6f74bcae	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-22	12	6				56	1		55						1.7857142857142856		98.21428571428571	1	1			1.8181818181818181								e36937932749	f2c59d367a3e
812dbdf777fc	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-23	13	7				61	1		60						1.639344262295082		98.36065573770492	5			5	8.928571428571429			9.090909090909092					e36937932749	f2c59d367a3e
af86196e792a	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-24	14	8				76	1		75						1.3157894736842104		98.68421052631578	15			15	24.59016393442623			25					e36937932749	f2c59d367a3e
9ccf73aa2454	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-25	15	9				82	1		81						1.2195121951219512		98.78048780487805	6			6	7.894736842105263			8					e36937932749	f2c59d367a3e
69a9ffd01180	administrative	United States / Georgia / Bartow	US	United States	Georgia	Bartow	38	-97	2020-03-26	16	10				93	1		92						1.0752688172043012		98.9247311827957	11			11	13.414634146341463			13.580246913580247					e36937932749	f2c59d367a3e
3ffc99ae4cef	administrative	United States / Georgia / Ben Hill	US	United States	Georgia	Ben Hill	38	-97	2020-03-24	1					1			1								100													d7dd73c69278	26ecd61eda79
52f98f3068be	administrative	United States / Georgia / Bibb	US	United States	Georgia	Bibb	38	-97	2020-03-19	1					1			1								100													18533e491c63	b5d5abda19fa
3dcce4b3393b	administrative	United States / Georgia / Bibb	US	United States	Georgia	Bibb	38	-97	2020-03-23	5					2			2								100	1			1	100			100					18533e491c63	b5d5abda19fa
847ee7aeec40	administrative	United States / Georgia / Bibb	US	United States	Georgia	Bibb	38	-97	2020-03-24	6					4			4								100	2			2	100			100					18533e491c63	b5d5abda19fa
f6dab1edee5f	administrative	United States / Georgia / Bibb	US	United States	Georgia	Bibb	38	-97	2020-03-25	7					6			6								100	2			2	50			50					18533e491c63	b5d5abda19fa
b47d28ecc96d	administrative	United States / Georgia / Bibb	US	United States	Georgia	Bibb	38	-97	2020-03-26	8					8			8								100	2			2	33.333333333333336			33.333333333333336					18533e491c63	b5d5abda19fa
7521d4b2cf97	administrative	United States / Georgia / Bryan	US	United States	Georgia	Bryan	38	-97	2020-03-24	1					2			2								100													df9334a125cd	0ff1e454adaf
e8e4a7a03c62	administrative	United States / Georgia / Bryan	US	United States	Georgia	Bryan	38	-97	2020-03-25	2					3			3								100	1			1	50			50					df9334a125cd	0ff1e454adaf
54b9e3db1cda	administrative	United States / Georgia / Burke	US	United States	Georgia	Burke	38	-97	2020-03-23	1					1			1								100													929d1f9485a9	6f7cb0d560a6
0f18a7e9aca2	administrative	United States / Georgia / Burke	US	United States	Georgia	Burke	38	-97	2020-03-26	4					3			3								100	2			2	200			200					929d1f9485a9	6f7cb0d560a6
a8e13aa758fd	administrative	United States / Georgia / Butts	US	United States	Georgia	Butts	38	-97	2020-03-22	1					2			2								100													a87bf0eb11b1	eca0c7ba30ed
9537a81c88c3	administrative	United States / Georgia / Butts	US	United States	Georgia	Butts	38	-97	2020-03-25	4					3			3								100	1			1	50			50					a87bf0eb11b1	eca0c7ba30ed
e0f4716d3b00	administrative	United States / Georgia / Calhoun	US	United States	Georgia	Calhoun	38	-97	2020-03-26	1					1			1								100													6a41816343a1	2e968bbbbe16
74c8c280ea09	administrative	United States / Georgia / Camden	US	United States	Georgia	Camden	38	-97	2020-03-24	1					1			1								100													3408986659f8	19c7fe2af296
4369545381b0	administrative	United States / Georgia / Camden	US	United States	Georgia	Camden	38	-97	2020-03-26	3					2			2								100	1			1	100			100					3408986659f8	19c7fe2af296
35b6dc930d97	administrative	United States / Georgia / Carroll	US	United States	Georgia	Carroll	38	-97	2020-03-20	1	1				14			14								100													7fc16ff4aba8	8353187c1b16
822696d0ae95	administrative	United States / Georgia / Carroll	US	United States	Georgia	Carroll	38	-97	2020-03-21	2	2				16			16								100	2			2	14.285714285714286			14.285714285714286					7fc16ff4aba8	8353187c1b16
a8a5f76aa9bc	administrative	United States / Georgia / Carroll	US	United States	Georgia	Carroll	38	-97	2020-03-23	4	4				21			21								100	5			5	31.25			31.25					7fc16ff4aba8	8353187c1b16
c646b866707c	administrative	United States / Georgia / Carroll	US	United States	Georgia	Carroll	38	-97	2020-03-24	5	5				26			26								100	5			5	23.80952380952381			23.80952380952381					7fc16ff4aba8	8353187c1b16
d8c1a467c238	administrative	United States / Georgia / Carroll	US	United States	Georgia	Carroll	38	-97	2020-03-25	6	6				50			50								100	24			24	92.3076923076923			92.3076923076923					7fc16ff4aba8	8353187c1b16
acbd328ada57	administrative	United States / Georgia / Carroll	US	United States	Georgia	Carroll	38	-97	2020-03-26	7	7				52			52								100	2			2	4			4					7fc16ff4aba8	8353187c1b16
f8c77a3614d4	administrative	United States / Georgia / Catoosa	US	United States	Georgia	Catoosa	38	-97	2020-03-23	1					1			1								100													d79927ea20a4	7eaa292b100f
c41bcd997c55	administrative	United States / Georgia / Charlton	US	United States	Georgia	Charlton	38	-97	2020-03-10	1					1			1								100													1d4a3c876513	18bfa8deb823
7e0410f8f4d3	administrative	United States / Georgia / Chatham	US	United States	Georgia	Chatham	38	-97	2020-03-20	1					2			2								100													6da497634b10	4a0c478abcdc
987c8985de3c	administrative	United States / Georgia / Chatham	US	United States	Georgia	Chatham	38	-97	2020-03-21	2					4			4								100	2			2	100			100					6da497634b10	4a0c478abcdc
2ab031852198	administrative	United States / Georgia / Chatham	US	United States	Georgia	Chatham	38	-97	2020-03-24	5					7			7								100	3			3	75			75					6da497634b10	4a0c478abcdc
e26ed8cfada3	administrative	United States / Georgia / Chatham	US	United States	Georgia	Chatham	38	-97	2020-03-26	7					9			9								100	2			2	28.571428571428573			28.571428571428573					6da497634b10	4a0c478abcdc
e248da672f8d	administrative	United States / Georgia / Chattooga	US	United States	Georgia	Chattooga	38	-97	2020-03-22	1					1			1								100													477bf62a72ab	34e1989d6053
883cb3d4881d	administrative	United States / Georgia / Cherokee	US	United States	Georgia	Cherokee	38	-97	2020-03-08	1					1			1								100													98b901eff475	910425f11a1f
a570c9bda646	administrative	United States / Georgia / Cherokee	US	United States	Georgia	Cherokee	38	-97	2020-03-13	6					4			4								100	3			3	300			300					98b901eff475	910425f11a1f
490966b85f8b	administrative	United States / Georgia / Cherokee	US	United States	Georgia	Cherokee	38	-97	2020-03-18	11					6			6								100	2			2	50			50					98b901eff475	910425f11a1f
fef459cdf0c5	administrative	United States / Georgia / Cherokee	US	United States	Georgia	Cherokee	38	-97	2020-03-19	12	1				13			13								100	7			7	116.66666666666667			116.66666666666667					98b901eff475	910425f11a1f
1745f0d5a2a9	administrative	United States / Georgia / Cherokee	US	United States	Georgia	Cherokee	38	-97	2020-03-20	13	2				16			16								100	3			3	23.076923076923077			23.076923076923077					98b901eff475	910425f11a1f
07b08d245556	administrative	United States / Georgia / Cherokee	US	United States	Georgia	Cherokee	38	-97	2020-03-21	14	3				17			17								100	1			1	6.25			6.25					98b901eff475	910425f11a1f
00d412c4892e	administrative	United States / Georgia / Cherokee	US	United States	Georgia	Cherokee	38	-97	2020-03-22	15	4				18			18								100	1			1	5.882352941176471			5.882352941176471					98b901eff475	910425f11a1f
04225b04dac2	administrative	United States / Georgia / Cherokee	US	United States	Georgia	Cherokee	38	-97	2020-03-23	16	5				24			24								100	6			6	33.333333333333336			33.333333333333336					98b901eff475	910425f11a1f
8a4ac68c2994	administrative	United States / Georgia / Cherokee	US	United States	Georgia	Cherokee	38	-97	2020-03-24	17	6				30			30								100	6			6	25			25					98b901eff475	910425f11a1f
79d71077b640	administrative	United States / Georgia / Cherokee	US	United States	Georgia	Cherokee	38	-97	2020-03-25	18	7				36			36								100	6			6	20			20					98b901eff475	910425f11a1f
aca814381898	administrative	United States / Georgia / Cherokee	US	United States	Georgia	Cherokee	38	-97	2020-03-26	19	8				44			44								100	8			8	22.22222222222222			22.22222222222222					98b901eff475	910425f11a1f
a1bef00133b0	administrative	United States / Georgia / Clarke	US	United States	Georgia	Clarke	38	-97	2020-03-15	1					2			2								100													8612a8baf10b	f3c4d7082f62
150ddcf9595c	administrative	United States / Georgia / Clarke	US	United States	Georgia	Clarke	38	-97	2020-03-16	2					3			3								100	1			1	50			50					8612a8baf10b	f3c4d7082f62
deba2d2e01ae	administrative	United States / Georgia / Clarke	US	United States	Georgia	Clarke	38	-97	2020-03-18	4					4			4								100	1			1	33.333333333333336			33.333333333333336					8612a8baf10b	f3c4d7082f62
aca8de89ea72	administrative	United States / Georgia / Clarke	US	United States	Georgia	Clarke	38	-97	2020-03-19	5					7			7								100	3			3	75			75					8612a8baf10b	f3c4d7082f62
a3027e958f64	administrative	United States / Georgia / Clarke	US	United States	Georgia	Clarke	38	-97	2020-03-20	6					9			9								100	2			2	28.571428571428573			28.571428571428573					8612a8baf10b	f3c4d7082f62
09180b80c4e1	administrative	United States / Georgia / Clarke	US	United States	Georgia	Clarke	38	-97	2020-03-22	8	1				10			10								100	1			1	11.11111111111111			11.11111111111111					8612a8baf10b	f3c4d7082f62
e5aa77097faf	administrative	United States / Georgia / Clarke	US	United States	Georgia	Clarke	38	-97	2020-03-23	9	2				14			14								100	4			4	40			40					8612a8baf10b	f3c4d7082f62
17a90bef6ebf	administrative	United States / Georgia / Clarke	US	United States	Georgia	Clarke	38	-97	2020-03-24	10	3				17			17								100	3			3	21.428571428571427			21.428571428571427					8612a8baf10b	f3c4d7082f62
166192d746b0	administrative	United States / Georgia / Clarke	US	United States	Georgia	Clarke	38	-97	2020-03-25	11	4				21			21								100	4			4	23.529411764705884			23.529411764705884					8612a8baf10b	f3c4d7082f62
669597a36b00	administrative	United States / Georgia / Clarke	US	United States	Georgia	Clarke	38	-97	2020-03-26	12	5				29			29								100	8			8	38.095238095238095			38.095238095238095					8612a8baf10b	f3c4d7082f62
a044d678caac	administrative	United States / Georgia / Clayton	US	United States	Georgia	Clayton	38	-97	2020-03-15	1					2			2								100													63eee6d190c7	4bc7443c5a0f
bb1cbb5d1f8c	administrative	United States / Georgia / Clayton	US	United States	Georgia	Clayton	38	-97	2020-03-16	2					5			5								100	3			3	150			150					63eee6d190c7	4bc7443c5a0f
7c9f896ace28	administrative	United States / Georgia / Clayton	US	United States	Georgia	Clayton	38	-97	2020-03-18	4					6			6								100	1			1	20			20					63eee6d190c7	4bc7443c5a0f
f65b303f223a	administrative	United States / Georgia / Clayton	US	United States	Georgia	Clayton	38	-97	2020-03-20	6	1				10			10								100	4			4	66.66666666666667			66.66666666666667					63eee6d190c7	4bc7443c5a0f
2e235a50b839	administrative	United States / Georgia / Clayton	US	United States	Georgia	Clayton	38	-97	2020-03-21	7	2				12			12								100	2			2	20			20					63eee6d190c7	4bc7443c5a0f
8148610ef1ed	administrative	United States / Georgia / Clayton	US	United States	Georgia	Clayton	38	-97	2020-03-22	8	3				13	1		12						7.6923076923076925		92.3076923076923	1	1			8.333333333333334								63eee6d190c7	4bc7443c5a0f
c952682eeea3	administrative	United States / Georgia / Clayton	US	United States	Georgia	Clayton	38	-97	2020-03-23	9	4				19	1		18						5.263157894736842		94.73684210526315	6			6	46.15384615384615			50					63eee6d190c7	4bc7443c5a0f
ed740855af68	administrative	United States / Georgia / Clayton	US	United States	Georgia	Clayton	38	-97	2020-03-24	10	5				21	1		20						4.761904761904762		95.23809523809523	2			2	10.526315789473685			11.11111111111111					63eee6d190c7	4bc7443c5a0f
f81adaf396a3	administrative	United States / Georgia / Clayton	US	United States	Georgia	Clayton	38	-97	2020-03-25	11	6				29	1		28						3.4482758620689653		96.55172413793103	8			8	38.095238095238095			40					63eee6d190c7	4bc7443c5a0f
45200f654703	administrative	United States / Georgia / Clayton	US	United States	Georgia	Clayton	38	-97	2020-03-26	12	7				37	1		36						2.7027027027027026		97.2972972972973	8			8	27.586206896551722			28.571428571428573					63eee6d190c7	4bc7443c5a0f
91696923000d	administrative	United States / Georgia / Clinch	US	United States	Georgia	Clinch	38	-97	2020-03-22	1					1			1								100													b91bb021f905	6436caa1942c
99788d1f540b	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-07	1					1			1								100													3e9e42136287	d8ed23a4b0bb
172dd7770f15	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-08	2					3			3								100	2			2	200			200					3e9e42136287	d8ed23a4b0bb
42c73d5b2fa8	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-09	3					4			4								100	1			1	33.333333333333336			33.333333333333336					3e9e42136287	d8ed23a4b0bb
31a29d65903c	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-10	4					7			7								100	3			3	75			75					3e9e42136287	d8ed23a4b0bb
eb26770d85e5	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-11	5					8			8								100	1			1	14.285714285714286			14.285714285714286					3e9e42136287	d8ed23a4b0bb
8583257db904	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-12	6					8	1		7						12.5		87.5		1		-1				-12.5					3e9e42136287	d8ed23a4b0bb
7c64762e14ce	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-14	8	1				15	1		14						6.666666666666667		93.33333333333333	7			7	87.5			100					3e9e42136287	d8ed23a4b0bb
00dfd1685ee6	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-15	9	2				19	1		18						5.263157894736842		94.73684210526315	4			4	26.666666666666668			28.571428571428573					3e9e42136287	d8ed23a4b0bb
349064a0f325	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-16	10	3				22	1		21						4.545454545454546		95.45454545454545	3			3	15.789473684210526			16.666666666666668					3e9e42136287	d8ed23a4b0bb
12ef3a824b0a	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-17	11	4				25	1		24						4		96	3			3	13.636363636363637			14.285714285714286					3e9e42136287	d8ed23a4b0bb
d9c425e3a3a2	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-18	12	5				29	1		28						3.4482758620689653		96.55172413793103	4			4	16			16.666666666666668					3e9e42136287	d8ed23a4b0bb
61c7c4cd9192	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-19	13	6				38	1		37						2.631578947368421		97.36842105263158	9			9	31.03448275862069			32.142857142857146					3e9e42136287	d8ed23a4b0bb
8857f5a1e4b5	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-20	14	7				51	2		49						3.9215686274509802		96.07843137254902	13	1		12	34.21052631578947	100		32.432432432432435					3e9e42136287	d8ed23a4b0bb
5982290980f5	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-21	15	8				56	5		51						8.928571428571429		91.07142857142857	5	3		2	9.803921568627452	150		4.081632653061225					3e9e42136287	d8ed23a4b0bb
9c32f6e5059e	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-22	16	9				67	5		62						7.462686567164178		92.53731343283582	11			11	19.642857142857142			21.568627450980394					3e9e42136287	d8ed23a4b0bb
1ce8f2a479a3	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-23	17	10				79	5		74						6.329113924050633		93.67088607594937	12			12	17.91044776119403			19.35483870967742					3e9e42136287	d8ed23a4b0bb
0272e8855cba	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-24	18	11				90	5		85						5.555555555555555		94.44444444444444	11			11	13.924050632911392			14.864864864864865					3e9e42136287	d8ed23a4b0bb
d1e14f705c8f	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-25	19	12	1			109	5		104						4.587155963302752		95.41284403669725	19			19	21.11111111111111			22.352941176470587					3e9e42136287	d8ed23a4b0bb
4d5a200676e7	administrative	United States / Georgia / Cobb	US	United States	Georgia	Cobb	38	-97	2020-03-26	20	13	2			119	5		114						4.201680672268908		95.7983193277311	10			10	9.174311926605505			9.615384615384615					3e9e42136287	d8ed23a4b0bb
1b69769a21c2	administrative	United States / Georgia / Coffee	US	United States	Georgia	Coffee	38	-97	2020-03-22	1					1			1								100													606fa777cbf9	46fd830f0bac
f62b948b0f8c	administrative	United States / Georgia / Coffee	US	United States	Georgia	Coffee	38	-97	2020-03-24	3					2			2								100	1			1	100			100					606fa777cbf9	46fd830f0bac
4bfd69056be9	administrative	United States / Georgia / Colquitt	US	United States	Georgia	Colquitt	38	-97	2020-03-24	1					1			1								100													aaed60aaa157	cf831a961c37
81581513cd9c	administrative	United States / Georgia / Colquitt	US	United States	Georgia	Colquitt	38	-97	2020-03-25	2					2			2								100	1			1	100			100					aaed60aaa157	cf831a961c37
a901bc7a2d71	administrative	United States / Georgia / Colquitt	US	United States	Georgia	Colquitt	38	-97	2020-03-26	3					4			4								100	2			2	100			100					aaed60aaa157	cf831a961c37
9ac988363688	administrative	United States / Georgia / Columbia	US	United States	Georgia	Columbia	38	-97	2020-03-18	1					1			1								100													e17193026eb8	c3070faef5b3
c5867c114eb4	administrative	United States / Georgia / Columbia	US	United States	Georgia	Columbia	38	-97	2020-03-21	4					3			3								100	2			2	200			200					e17193026eb8	c3070faef5b3
c3c2989f253d	administrative	United States / Georgia / Columbia	US	United States	Georgia	Columbia	38	-97	2020-03-24	7					6			6								100	3			3	100			100					e17193026eb8	c3070faef5b3
a1276e4ac7e4	administrative	United States / Georgia / Columbia	US	United States	Georgia	Columbia	38	-97	2020-03-25	8	1				10			10								100	4			4	66.66666666666667			66.66666666666667					e17193026eb8	c3070faef5b3
b9dd6c6824a0	administrative	United States / Georgia / Coweta	US	United States	Georgia	Coweta	38	-97	2020-03-14	1					2			2								100													20c99d55c19b	1aea57c72afb
bc832d78c3f3	administrative	United States / Georgia / Coweta	US	United States	Georgia	Coweta	38	-97	2020-03-17	4					3			3								100	1			1	50			50					20c99d55c19b	1aea57c72afb
db3922e06b79	administrative	United States / Georgia / Coweta	US	United States	Georgia	Coweta	38	-97	2020-03-20	7					6			6								100	3			3	100			100					20c99d55c19b	1aea57c72afb
7472f32125ae	administrative	United States / Georgia / Coweta	US	United States	Georgia	Coweta	38	-97	2020-03-21	8					8			8								100	2			2	33.333333333333336			33.333333333333336					20c99d55c19b	1aea57c72afb
a044b87a6a85	administrative	United States / Georgia / Coweta	US	United States	Georgia	Coweta	38	-97	2020-03-22	9					9			9								100	1			1	12.5			12.5					20c99d55c19b	1aea57c72afb
2b4aab77cc1c	administrative	United States / Georgia / Coweta	US	United States	Georgia	Coweta	38	-97	2020-03-24	11	1				10	2		8						20		80	1	2		-1	11.11111111111111			-11.11111111111111					20c99d55c19b	1aea57c72afb
f3dabe412b39	administrative	United States / Georgia / Coweta	US	United States	Georgia	Coweta	38	-97	2020-03-26	13	3				14	2		12						14.285714285714285		85.71428571428571	4			4	40			50					20c99d55c19b	1aea57c72afb
77eb5cf17910	administrative	United States / Georgia / Crisp	US	United States	Georgia	Crisp	38	-97	2020-03-24	1					3			3								100													990a13bb4d6d	bb9ebd73f5ba
